DB	DB_Object_ID	DB_Object_Symbol	Qualifier 	GO ID	DB:Reference	Evidence												
SGD	S000000604	ADP1		GO:0005524	SGD_REF:S000124036	IEA	InterPro:IPR017871	F	Putative ATP-dependent permease of the ABC transporter family	YCR011C|putative ATP-dependent permease ADP1	gene	taxon:559292	20170902	InterPro				
SGD	S000000604	ADP1		GO:0016021	PMID:12192589|SGD_REF:S000114049	ISM		C	Putative ATP-dependent permease of the ABC transporter family	YCR011C|putative ATP-dependent permease ADP1	gene	taxon:559292	20110531	SGD				
SGD	S000000604	ADP1		GO:0000324	PMID:26928762|SGD_REF:S000183046	IDA		C	Putative ATP-dependent permease of the ABC transporter family	YCR011C|putative ATP-dependent permease ADP1	gene	taxon:559292	20160603	SGD				
SGD	S000000604	ADP1		GO:0016021	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0812	C	Putative ATP-dependent permease of the ABC transporter family	YCR011C|putative ATP-dependent permease ADP1	gene	taxon:559292	20170902	UniProt				
SGD	S000000604	ADP1		GO:0005524	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0067	F	Putative ATP-dependent permease of the ABC transporter family	YCR011C|putative ATP-dependent permease ADP1	gene	taxon:559292	20170902	UniProt				
SGD	S000000604	ADP1		GO:0006810	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0813	P	Putative ATP-dependent permease of the ABC transporter family	YCR011C|putative ATP-dependent permease ADP1	gene	taxon:559292	20170902	UniProt				
SGD	S000000604	ADP1		GO:0016020	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0472	C	Putative ATP-dependent permease of the ABC transporter family	YCR011C|putative ATP-dependent permease ADP1	gene	taxon:559292	20170902	UniProt				
SGD	S000000604	ADP1		GO:0042626	SGD_REF:S000185201	IBA	PANTHER:PTN000443108	F	Putative ATP-dependent permease of the ABC transporter family	YCR011C|putative ATP-dependent permease ADP1	gene	taxon:559292	20150909	GO_Central				
SGD	S000000604	ADP1		GO:0042626	PMID:9020838|SGD_REF:S000058031	ISS	UniProtKB:P34230	F	Putative ATP-dependent permease of the ABC transporter family	YCR011C|putative ATP-dependent permease ADP1	gene	taxon:559292	20130315	SGD				
SGD	S000000604	ADP1		GO:0055085	PMID:9020838|SGD_REF:S000058031	ISS	UniProtKB:P34230	P	Putative ATP-dependent permease of the ABC transporter family	YCR011C|putative ATP-dependent permease ADP1	gene	taxon:559292	20130325	SGD				
SGD	S000000604	ADP1		GO:0000329	PMID:19001347|SGD_REF:S000128316	IDA		C	Putative ATP-dependent permease of the ABC transporter family	YCR011C|putative ATP-dependent permease ADP1	gene	taxon:559292	20130723	SGD				
SGD	S000000604	ADP1		GO:0005886	SGD_REF:S000185201	IBA	PANTHER:PTN000443108	C	Putative ATP-dependent permease of the ABC transporter family	YCR011C|putative ATP-dependent permease ADP1	gene	taxon:559292	20150909	GO_Central				
SGD	S000000604	ADP1		GO:0016021	SGD_REF:S000185201	IBA	PANTHER:PTN000443108	C	Putative ATP-dependent permease of the ABC transporter family	YCR011C|putative ATP-dependent permease ADP1	gene	taxon:559292	20150909	GO_Central				
SGD	S000000604	ADP1		GO:0000166	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0547	F	Putative ATP-dependent permease of the ABC transporter family	YCR011C|putative ATP-dependent permease ADP1	gene	taxon:559292	20170902	UniProt				
SGD	S000000604	ADP1		GO:0005789	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0097	C	Putative ATP-dependent permease of the ABC transporter family	YCR011C|putative ATP-dependent permease ADP1	gene	taxon:559292	20170902	UniProt				
SGD	S000000604	ADP1		GO:0005783	PMID:11914276|SGD_REF:S000069459	IDA		C	Putative ATP-dependent permease of the ABC transporter family	YCR011C|putative ATP-dependent permease ADP1	gene	taxon:559292	20020507	SGD				
SGD	S000002624	ADR1		GO:0005634	PMID:10608811|SGD_REF:S000055196	IDA		C	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20020726	SGD				
SGD	S000002624	ADR1		GO:0006351	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0804	P	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20170902	UniProt				
SGD	S000002624	ADR1		GO:0005829	PMID:26928762|SGD_REF:S000183046	IDA		C	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20160603	SGD				
SGD	S000002624	ADR1		GO:0043565	PMID:19111667|SGD_REF:S000128778	IDA		F	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20090205	SGD				
SGD	S000002624	ADR1		GO:0071400	PMID:17551510|SGD_REF:S000124163	IPI		P	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20111025	SGD				
SGD	S000002624	ADR1		GO:0046872	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0479	F	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20170902	UniProt				
SGD	S000002624	ADR1		GO:0061410	PMID:8358828|SGD_REF:S000043209	IMP		P	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20120117	SGD				
SGD	S000002624	ADR1		GO:0061410	PMID:1355328|SGD_REF:S000047076	IMP		P	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20120117	SGD				
SGD	S000002624	ADR1		GO:0005634	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0539	C	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20170902	UniProt				
SGD	S000002624	ADR1		GO:0005634	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0191	C	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20170902	UniProt				
SGD	S000002624	ADR1		GO:0061425	PMID:7760841|SGD_REF:S000046950	IMP		P	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20120209	SGD				
SGD	S000002624	ADR1		GO:0061425	PMID:10608811|SGD_REF:S000055196	IMP		P	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20120209	SGD				
SGD	S000002624	ADR1		GO:0003677	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0238	F	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20170902	UniProt				
SGD	S000002624	ADR1		GO:0001094	PMID:9742103|SGD_REF:S000055997	IDA		F	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20111004	SGD				
SGD	S000002624	ADR1		GO:0061429	PMID:11431484|SGD_REF:S000061271	IMP		P	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20120507	SGD				
SGD	S000002624	ADR1		GO:0061429	PMID:1355328|SGD_REF:S000047076	IMP		P	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20120507	SGD				
SGD	S000002624	ADR1		GO:0061424	PMID:7500953|SGD_REF:S000051365	IMP		P	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20120209	SGD				
SGD	S000002624	ADR1		GO:0003676	SGD_REF:S000124036	IEA	InterPro:IPR013087	F	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20170902	InterPro				
SGD	S000002624	ADR1		GO:0000978	PMID:1899286|SGD_REF:S000042042	IDA		F	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20111004	SGD				
SGD	S000002624	ADR1		GO:0006325	PMID:10713069|SGD_REF:S000051150	IDA		P	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20111004	SGD				
SGD	S000002624	ADR1		GO:0031936	PMID:12582242|SGD_REF:S000072683	IDA		P	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20111004	SGD				
SGD	S000002624	ADR1		GO:0007031	PMID:1355328|SGD_REF:S000047076	IMP		P	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20111004	SGD				
SGD	S000002624	ADR1		GO:0000978	PMID:12748191|SGD_REF:S000073732	IDA		F	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20111004	SGD				
SGD	S000002624	ADR1		GO:0000978	PMID:9300483|SGD_REF:S000053979	IDA		F	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20111004	SGD				
SGD	S000002624	ADR1		GO:0000978	PMID:1448103|SGD_REF:S000053214	IDA		F	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20111004	SGD				
SGD	S000002624	ADR1		GO:0000978	PMID:1996109|SGD_REF:S000041826	IDA		F	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20111004	SGD				
SGD	S000002624	ADR1		GO:0000978	PMID:10536147|SGD_REF:S000052430	IDA		F	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20111004	SGD				
SGD	S000002624	ADR1		GO:0000982	PMID:10536147|SGD_REF:S000052430	IDA		F	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20111004	SGD				
SGD	S000002624	ADR1		GO:0001093	PMID:8943299|SGD_REF:S000043939	IDA		F	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20111004	SGD				
SGD	S000002624	ADR1		GO:0001102	PMID:8943299|SGD_REF:S000043939	IPI	SGD:S000002856	F	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20111004	SGD				
SGD	S000002624	ADR1		GO:0001102	PMID:8943299|SGD_REF:S000043939	IPI	SGD:S000003484	F	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20111004	SGD				
SGD	S000002624	ADR1		GO:0001190	PMID:8943299|SGD_REF:S000043939	IPI	SGD:S000002856	F	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20111004	SGD				
SGD	S000002624	ADR1		GO:0001190	PMID:8943299|SGD_REF:S000043939	IPI	SGD:S000003484	F	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20111004	SGD				
SGD	S000002624	ADR1		GO:0005737	PMID:22842922|SGD_REF:S000150401	IDA		C	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20121212	SGD				
SGD	S000002624	ADR1		GO:0097235	PMID:1899286|SGD_REF:S000042042	IMP		P	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20120501	SGD				
SGD	S000002624	ADR1		GO:0061429	PMID:12748191|SGD_REF:S000073732	IMP		P	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20120507	SGD				
SGD	S000002624	ADR1		GO:0006355	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0805	P	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20170902	UniProt				
SGD	S000002624	ADR1		GO:0006366	SGD_REF:S000185202	IEA	GO:0001190	P	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20170902	GOC				
SGD	S000002624	ADR1		GO:0005634	PMID:27663510|SGD_REF:S000185049	IDA		C	Carbon source-responsive zinc-finger transcription factor	YDR216W|DNA-binding transcription factor ADR1	gene	taxon:559292	20170511	SGD	exists_during(GO:0071400)			
SGD	S000000603	ADY2		GO:0072488	SGD_REF:S000185202	IEA	GO:0008519	P	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20170902	GOC				
SGD	S000000603	ADY2		GO:0005886	PMID:17395151|SGD_REF:S000122036	IDA		C	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20070405	SGD				
SGD	S000000603	ADY2		GO:0006810	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0813	P	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20170902	UniProt				
SGD	S000000603	ADY2		GO:0015696	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0924	P	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20170902	UniProt				
SGD	S000000603	ADY2		GO:0005739	PMID:14576278|SGD_REF:S000075100	IDA		C	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20040928	SGD				
SGD	S000000603	ADY2		GO:0016021	PMID:12192589|SGD_REF:S000114049	ISM		C	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20110531	SGD				
SGD	S000000603	ADY2		GO:0016021	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0812	C	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20170902	UniProt				
SGD	S000000603	ADY2		GO:0005886	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0039	C	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20170902	UniProt				
SGD	S000000603	ADY2		GO:0005886	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-1003	C	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20170902	UniProt				
SGD	S000000603	ADY2		GO:0005886	PMID:16622836|SGD_REF:S000115094	IDA		C	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20090429	SGD				
SGD	S000000603	ADY2		GO:0015696	PMID:12429834|SGD_REF:S000071765	IEP		P	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20051025	SGD				
SGD	S000000603	ADY2		GO:0015696	PMID:12429834|SGD_REF:S000071765	IMP		P	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20051025	SGD				
SGD	S000000603	ADY2		GO:0055085	PMID:14968426|SGD_REF:S000074898	IMP		P	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20081215	SGD				
SGD	S000000603	ADY2		GO:0016020	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0472	C	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20170902	UniProt				
SGD	S000000603	ADY2		GO:0008519	PMID:12429834|SGD_REF:S000071765	IMP		F	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20051025	SGD				
SGD	S000000603	ADY2		GO:0006811	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0406	P	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20170902	UniProt				
SGD	S000000603	ADY2		GO:0006847	SGD_REF:S000185201	IBA	PANTHER:PTN001258837	P	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20151007	GO_Central				
SGD	S000000603	ADY2		GO:0005774	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0271	C	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20170902	UniProt				
SGD	S000000603	ADY2		GO:0015123	PMID:14968426|SGD_REF:S000074898	IMP		F	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20040326	SGD				
SGD	S000000603	ADY2		GO:0006846	PMID:14968426|SGD_REF:S000074898	IMP		P	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20040326	SGD				
SGD	S000000603	ADY2		GO:0005773	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0926	C	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20170902	UniProt				
SGD	S000000603	ADY2		GO:0005739	PMID:16823961|SGD_REF:S000117178	IDA		C	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20061212	SGD				
SGD	S000000603	ADY2		GO:0016021	SGD_REF:S000124036	IEA	InterPro:IPR000791	C	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20170902	InterPro				
SGD	S000000603	ADY2		GO:0051321	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0469	P	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20170902	UniProt				
SGD	S000000603	ADY2		GO:0019740	PMID:12429834|SGD_REF:S000071765	IMP		P	Acetate transporter required for normal sporulation	YCR010C|ATO1	gene	taxon:559292	20021213	SGD				
SGD	S000002398	ADY3		GO:0003674	SGD_REF:S000069584	ND		F	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20110104	SGD				
SGD	S000002398	ADY3	colocalizes_with	GO:0005816	PMID:11742972|SGD_REF:S000069149	IDA		C	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20110104	SGD				
SGD	S000002398	ADY3		GO:0070056	PMID:11973299|SGD_REF:S000069721	IDA		C	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20160629	SGD				
SGD	S000002398	ADY3		GO:0000001	PMID:17905927|SGD_REF:S000124296	IMP		P	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20081013	SGD				
SGD	S000002398	ADY3		GO:0000001	PMID:17905927|SGD_REF:S000124296	IGI	SGD:S000000249	P	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20081013	SGD				
SGD	S000002398	ADY3		GO:0005628	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0368	C	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20170902	UniProt				
SGD	S000002398	ADY3		GO:0051321	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0469	P	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20170902	UniProt				
SGD	S000002398	ADY3		GO:0051301	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0132	P	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20170902	UniProt				
SGD	S000002398	ADY3		GO:0070056	PMID:11742972|SGD_REF:S000069149	IDA		C	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20160629	SGD				
SGD	S000002398	ADY3		GO:0032120	PMID:11742972|SGD_REF:S000069149	IMP		P	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20160629	SGD				
SGD	S000002398	ADY3		GO:0070056	PMID:24390141|SGD_REF:S000156407	IDA		C	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20140311	SGD				
SGD	S000002398	ADY3		GO:0030435	PMID:11470404|SGD_REF:S000060989	IMP		P	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20020925	SGD				
SGD	S000002398	ADY3		GO:0005628	PMID:11742972|SGD_REF:S000069149	IDA		C	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20020920	SGD				
SGD	S000002398	ADY3		GO:0005628	PMID:11973299|SGD_REF:S000069721	IDA		C	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20020920	SGD				
SGD	S000002398	ADY3		GO:0030476	PMID:11973299|SGD_REF:S000069721	IMP		P	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20020920	SGD				
SGD	S000002398	ADY3		GO:0005856	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0206	C	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20170902	UniProt				
SGD	S000002398	ADY3	colocalizes_with	GO:0005816	PMID:11973299|SGD_REF:S000069721	IPI	SGD:S000001525	C	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20110104	SGD				
SGD	S000002398	ADY3	colocalizes_with	GO:0005816	PMID:11973299|SGD_REF:S000069721	IPI	SGD:S000005169	C	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20110104	SGD				
SGD	S000002398	ADY3	colocalizes_with	GO:0005816	PMID:11973299|SGD_REF:S000069721	IPI	SGD:S000005900	C	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20110104	SGD				
SGD	S000002398	ADY3	colocalizes_with	GO:0005816	PMID:11973299|SGD_REF:S000069721	IDA		C	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20110104	SGD				
SGD	S000002398	ADY3		GO:0016020	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0472	C	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20170902	UniProt				
SGD	S000002398	ADY3		GO:0007049	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0131	P	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20170902	UniProt				
SGD	S000002398	ADY3		GO:0030435	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0749	P	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20170902	UniProt				
SGD	S000002398	ADY3		GO:0005816	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0252	C	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20170902	UniProt				
SGD	S000002398	ADY3		GO:0005737	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0963	C	Protein required for spore wall formation	YDL239C	gene	taxon:559292	20170902	UniProt				
SGD	S000004217	ADY4		GO:0030437	PMID:11470404|SGD_REF:S000060989	IMP		P	Structural component of the meiotic outer plaque	YLR227C	gene	taxon:559292	20170814	SGD				
SGD	S000004217	ADY4		GO:0035974	PMID:12796288|SGD_REF:S000073593	IMP		C	Structural component of the meiotic outer plaque	YLR227C	gene	taxon:559292	20160629	SGD				
SGD	S000004217	ADY4		GO:0051321	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0469	P	Structural component of the meiotic outer plaque	YLR227C	gene	taxon:559292	20170902	UniProt				
